"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Northern Africa and Western Asia","1993","79157192","41706583","100","100","9.55310627906181","5.83500033398187","3.73992842871048","76879","48814","28065"
"Western Asia","1993","39103009","20635894","100","100","8.13313231469659","4.9562146257009","3.1927416016177","32317","20506","11811"
"Northern Africa","1993","40054183","21070689","100","100","10.9382452180381","6.69490218248419","4.27194327792878","44562","28308","16254"
"Sub-Saharan Africa","1993","148307748","80148454","100","100","38.6419198916739","25.3821510492549","13.6050954296539","598831","412098","186733"
"Oceania","1993","4680413","2404083","100","100","5.4221317602634","3.15629953780977","2.27300651185649","2556","1520","1036"
"Oceania (exc. Australia and New Zealand)","1993","1599533","851778","100","100","12.2428366259139","7.31659815032188","4.96254744101972","1995","1251","744"
"Australia and New Zealand","1993","3080880","1552305","100","100","1.81993342659326","0.866078227147528","0.9546820287647","561","269","292"
"Europe, Northern America, Australia and New Zealand","1993","143670637","71829801","100","100","3.02881695804436","1.55945733666945","1.47165460394415","43581","22421","21161"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1993","109598791","56063727","100","100","11.8640757157877","7.77638694839501","4.11972534580281","131736","87535","44201"
"World","1993","1166306415","610356482","100","100","13.7599251312267","8.81707959961592","4.98681467353576","1636948","1081078","555870"
"Least developed countries","1994","155895611","83657221","100","100","37.6291780840873","24.1683111664173","13.7942506599267","609996","409317","200679"
"Landlocked developing countries","1994","78970594","42848928","100","100","41.453814922651","25.3097337118858","16.5632937653581","340337","219679","120658"
"Small island developing States","1994","10013584","5277531","100","100","11.6245537054908","7.20084446610194","4.45579472417051","11858","7628","4230"
"Europe and Northern America","1994","141038592","70325772","100","100","2.877236009595","1.45924965239357","1.42005857718666","40637","20540","20098"
"Northern America","1994","41813747","21095183","100","100","2.21075055503916","0.997123739834236","1.21483815917361","9246","4209","5037"
"Europe","1994","99224845","49230589","100","100","3.15981413803079","1.6572117308102","1.50509667107995","31391","16331","15061"
"Latin America and the Caribbean","1994","107311459","54840421","100","100","4.92006778287735","2.52568926107285","2.40044129059396","52958","27737","25221"
"Central and Southern Asia","1994","339424876","178789438","100","100","16.6620910253527","10.5921086898654","6.13496454677516","578473","380768","197705"
"Central Asia","1994","13067572","7105922","100","100","6.4180957348785","3.44540100077485","2.98297226974712","8467","4905","3562"
"Southern Asia","1994","326357304","171683516","100","100","17.0749492133921","10.8868059942137","6.25625384099579","570006","375863","194143"
"Eastern and South-Eastern Asia","1994","360965064","189158119","100","100","7.27937735155981","4.52028227742232","2.77162359515434","266766","171397","95369"
"Eastern Asia","1994","252113606","133921920","100","100","5.51917357427223","3.32044599921741","2.20605265376302","141289","89084","52205"
"South-Eastern Asia","1994","108851458","55236199","100","100","11.4107854280606","7.42334579077048","4.01726115598281","125477","82313","43164"
"Northern Africa and Western Asia","1994","80764800","42334426","100","100","9.19185691946689","5.59404653153274","3.61804992758251","75356","47497","27859"
"Western Asia","1994","40030482","21080415","100","100","7.9214912042358","4.79507019933082","3.14148464430451","32190","20265","11925"
"Northern Africa","1994","40734318","21254011","100","100","10.4412270470106","6.38586525120824","4.08142522733697","43166","27232","15934"
"Sub-Saharan Africa","1994","152343770","82136481","100","100","39.4515537817836","25.2004499004419","14.6195224237497","626049","419258","206791"
"Oceania","1994","4748064","2434406","100","100","5.36773221563358","3.12114086926849","2.25362522816876","2566","1522","1044"
"Oceania (exc. Australia and New Zealand)","1994","1643321","873184","100","100","12.0621139486425","7.19472485740352","4.90266239826328","2018","1261","757"
"Australia and New Zealand","1994","3104743","1561222","100","100","1.7640186550909","0.835534481163499","0.929260603203456","548","261","287"
"Europe, Northern America, Australia and New Zealand","1994","144143335","71886994","100","100","2.85324643985319","1.44570775206846","1.40957652349194","41185","20801","20385"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1994","110494779","56109383","100","100","11.4196926275065","7.4197883537644","4.02980457076416","127495","83574","43921"
"World","1994","1186596625","620019063","100","100","13.5915864320382","8.58147557807626","5.05347714466314","1642809","1068721","574088"
"Least developed countries","1995","159550079","85446983","100","100","32.2655070041371","21.5285324616607","10.9732116864775","535440","371913","163527"
"Landlocked developing countries","1995","80398869","43554389","100","100","32.0743723046397","21.0590576762602","11.2522769782537","268781","185395","83386"
"Small island developing States","1995","10208257","5371025","100","100","11.4462797039975","7.06115243722003","4.41631151559932","11894","7612","4282"
"Europe and Northern America","1995","141220081","70278371","100","100","2.81964242735888","1.42712638578803","1.39450617813286","39873","20074","19800"
"Northern America","1995","42473729","21504218","100","100","2.1577722531656","0.969571986490321","1.18935343044345","9163","4172","4991"
"Europe","1995","98746352","48774153","100","100","3.10697293379603","1.62880064538242","1.48058386436748","30710","15902","14809"
"Latin America and the Caribbean","1995","108087657","55112882","100","100","4.77281178110334","2.43665699866","2.34186109466946","51732","26891","24841"
"Central and Southern Asia","1995","345493396","180896400","100","100","16.1166055747775","10.1785955249742","5.99907217903868","568218","370138","198080"
"Central Asia","1995","13270793","7130241","100","100","6.31375199459794","3.37636406543356","2.94733921939335","8448","4823","3625"
"Southern Asia","1995","332222603","173766159","100","100","16.5099062005309","10.4567253709497","6.1171461468933","559770","365315","194455"
"Eastern and South-Eastern Asia","1995","367439922","193026594","100","100","7.06447084559114","4.34607498345225","2.73026178457914","263516","168147","95369"
"Eastern Asia","1995","257653404","137635000","100","100","5.41522295593899","3.23731325414251","2.18498317679475","141763","89258","52505"
"South-Eastern Asia","1995","109786518","55391594","100","100","11.0001856330009","7.09576178870439","3.93232669781948","121753","78889","42864"
"Northern Africa and Western Asia","1995","82068773","42784525","100","100","8.83517073574513","5.35811002727191","3.4957915441994","73486","45972","27514"
"Western Asia","1995","40783742","21420659","100","100","7.69959777627238","4.63080017036501","3.08307470879408","31843","19885","11958"
"Northern Africa","1995","41285031","21363866","100","100","9.95988504096856","6.08682121192911","3.89678284954626","41643","26087","15556"
"Sub-Saharan Africa","1995","156098987","83959155","100","100","34.2195940466022","22.7249966308152","11.7618862409854","556684","385980","170704"
"Oceania","1995","4821264","2470446","100","100","5.30573338438201","3.07971365937882","2.23289640656646","2575","1524","1051"
"Oceania (exc. Australia and New Zealand)","1995","1685435","893470","100","100","11.8916199805328","7.07639889922684","4.84953834914157","2039","1269","770"
"Australia and New Zealand","1995","3135829","1576976","100","100","1.70835237306077","0.808182739308456","0.900897723742438","536","255","281"
"Europe, Northern America, Australia and New Zealand","1995","144355910","71855347","100","100","2.79548552799458","1.41354646750997","1.38389526074179","40409","20329","20081"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1995","111471953","56285064","100","100","11.0129545435192","7.09545442482817","3.94549520006646","123792","80158","43634"
"World","1995","1205230080","628528373","100","100","12.681930641579","8.07136864477826","4.64807835065858","1556088","1018728","537360"
"Least developed countries","1996","163698842","87522341","100","100","32.4877725857042","21.5522293415352","11.1764200114736","552603","381370","171233"
"Landlocked developing countries","1996","82689162","44650704","100","100","31.3647029527841","20.556627546271","11.034916066088","269896","185480","84416"
"Small island developing States","1996","10389637","5448391","100","100","11.105118407275","6.81905772987203","4.31548824084988","11730","7456","4274"
"Europe and Northern America","1996","141124573","69818844","100","100","2.710955026068","1.35684484928233","1.35594999054619","38310","18960","19351"
"Northern America","1996","43090541","21904954","100","100","2.0963637053194","0.938844319831018","1.1586071372181","9027","4115","4912"
"Europe","1996","98034032","47913890","100","100","2.985022658617","1.5478931207955","1.43935750940866","29283","14845","14439"
"Latin America and the Caribbean","1996","108770495","55353380","100","100","4.63470731661486","2.3532718151649","2.2868170034507","50542","26083","24459"
"Central and Southern Asia","1996","350888096","182608808","100","100","15.5478758162548","9.75348138469224","5.85146660213979","555474","357960","197514"
"Central Asia","1996","13467351","7117220","100","100","6.33010634900033","3.40353489324592","2.9365661611501","8588","4853","3735"
"Southern Asia","1996","337420745","175491588","100","100","15.916042911801","10.0101570605031","5.96560246897297","546886","353107","193779"
"Eastern and South-Eastern Asia","1996","371091435","193529421","100","100","6.74704791111325","4.12315377681015","2.63475764523905","253610","159920","93690"
"Eastern Asia","1996","260435662","137811364","100","100","5.13622162919369","3.04904773309277","2.09355725209446","135565","84167","51398"
"South-Eastern Asia","1996","110655773","55718057","100","100","10.5905243388049","6.77485864828419","3.84169261495728","118045","75753","42292"
"Northern Africa and Western Asia","1996","83178845","43112535","100","100","8.48341105237538","5.12651414910155","3.3741947604551","71401","44317","27084"
"Western Asia","1996","41435476","21663012","100","100","7.47978659048398","4.47043328382664","3.02286683115183","31384","19412","11972"
"Northern Africa","1996","41743369","21449523","100","100","9.48355200170481","5.78868732211931","3.71637762764277","40017","24905","15112"
"Sub-Saharan Africa","1996","160391845","86070518","100","100","34.753837131126","22.986349235878","12.0443433784622","580405","400290","180115"
"Oceania","1996","4896189","2509884","100","100","5.23675501767995","3.03536740079063","2.20808998123647","2581","1526","1055"
"Oceania (exc. Australia and New Zealand)","1996","1725811","912077","100","100","11.7300686846616","6.97608737098745","4.78737848425835","2058","1277","781"
"Australia and New Zealand","1996","3170378","1597807","100","100","1.64901678162577","0.778889528753067","0.87080551416934","523","249","274"
"Europe, Northern America, Australia and New Zealand","1996","144294951","71416651","100","100","2.68759305176869","1.34391753753335","1.34548373342117","38833","19209","19625"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1996","112381584","56630134","100","100","10.6074690060609","6.77809993184239","3.8555020524173","120103","77030","43073"
"World","1996","1220341478","633003390","100","100","12.5163008956606","7.93876298701883","4.61416870033593","1552327","1009058","543269"
"Least developed countries","1997","168011953","89701095","100","100","31.1322089054277","20.5797611385301","10.7741777719075","542705","373044","169661"
"Landlocked developing countries","1997","85306828","45877311","100","100","30.1155370418809","19.7039780319292","10.6208316433326","266794","182592","84202"
"Small island developing States","1997","10544131","5505594","100","100","11.4083042192089","6.97393363341942","4.46551277552511","12216","7706","4510"
"Europe and Northern America","1997","140552668","68855487","100","100","2.61756894985954","1.29002424310861","1.32925948371026","36850","17777","19074"
"Northern America","1997","43585877","22206974","100","100","2.02636034065662","0.904936580959653","1.12243949625701","8823","4021","4802"
"Europe","1997","96966791","46648513","100","100","2.88833488443363","1.47330053283994","1.41712219848392","28027","13756","14272"
"Latin America and the Caribbean","1997","109320050","55529597","100","100","4.50263866560074","2.27394536283918","2.2337727800163","49341","25283","24058"
"Central and Southern Asia","1997","355633711","183993033","100","100","14.9169387153003","9.29389304165636","5.67579591379295","538993","343599","195394"
"Central Asia","1997","13613199","7062738","100","100","5.89022775033998","3.12279864960517","2.77609829674707","8060","4418","3642"
"Southern Asia","1997","342020512","176930295","100","100","15.2748772593161","9.53944042000976","5.79067665424106","530933","339181","191752"
"Eastern and South-Eastern Asia","1997","370148508","189313974","100","100","6.47725206916427","3.94181848190932","2.54546735752987","241722","149543","92179"
"Eastern Asia","1997","258764843","133178957","100","100","4.88583262580711","2.87675425072166","2.01487467436968","127394","76735","50659"
"South-Eastern Asia","1997","111383665","56135017","100","100","10.1903863658377","6.46411848691543","3.75051163048832","114328","72808","41520"
"Northern Africa and Western Asia","1997","84131931","43372155","100","100","8.14144100317449","4.90262653685762","3.25477139492918","69208","42632","26576"
"Western Asia","1997","42054114","21883123","100","100","7.25576713103537","4.31022974949528","2.95828828370816","30857","18905","11952"
"Northern Africa","1997","42077817","21489032","100","100","9.03116096207879","5.50552607289018","3.54515282047403","38351","23727","14624"
"Sub-Saharan Africa","1997","164991278","88387126","100","100","33.7877780142949","22.2858643683892","11.7640864816539","579698","398396","181302"
"Oceania","1997","4966032","2547119","100","100","6.12810375026929","3.58976509376694","2.54748352393355","3066","1832","1234"
"Oceania (exc. Australia and New Zealand)","1997","1766132","930201","100","100","14.211890274052","8.49951454284066","5.76134436139732","2554","1588","966"
"Australia and New Zealand","1997","3199900","1616918","100","100","1.599744627093","0.75423733004931","0.846145491560014","512","244","268"
"Europe, Northern America, Australia and New Zealand","1997","143752568","70472405","100","100","2.59487447375784","1.2777340253537","1.31882555669136","37362","18021","19342"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1997","113149797","57065218","100","100","10.2532794304258","6.49733015240482","3.7805125159826","116882","74396","42486"
"World","1997","1229744178","631998491","100","100","12.1864084541105","7.7158959177189","4.50527476757895","1518882","979064","539818"
"Least developed countries","1998","172248117","91875246","100","100","31.6300232998423","20.718950830681","11.1419213906128","564802","384697","180105"
"Landlocked developing countries","1998","87526759","46889957","100","100","31.8959905269482","20.635704305287","11.4975461849708","289524","195539","93985"
"Small island developing States","1998","10669167","5537296","100","100","11.3229690763735","6.89648221816208","4.45722603832709","12249","7664","4585"
"Europe and Northern America","1998","139268367","67432653","100","100","2.51250642587542","1.21088179302277","1.30320265722291","35076","16340","18736"
"Northern America","1998","43970058","22347302","100","100","1.95066948893774","0.869078374811809","1.08253191920707","8570","3886","4684"
"Europe","1998","95298309","45085351","100","100","2.77655344027627","1.38026656367533","1.39821678848282","26506","12455","14052"
"Latin America and the Caribbean","1998","109771564","55663731","100","100","4.89264488316354","2.54832057546293","2.35031366036007","53870","28406","25464"
"Central and Southern Asia","1998","359655275","185106440","100","100","14.3181660718853","8.85879106194255","5.50817074369475","522243","329423","192820"
"Central Asia","1998","13651377","6957466","100","100","5.61219571770355","2.96148696353726","2.65858211042783","7691","4127","3564"
"Southern Asia","1998","346003898","178148974","100","100","14.6589485637141","9.08839896225244","5.62164132060593","514552","325296","189256"
"Eastern and South-Eastern Asia","1998","368270371","183753924","100","100","6.22734027659211","3.78067718232995","2.45594824174063","229950","139206","90744"
"Eastern Asia","1998","256366000","127257421","100","100","4.64670906107234","2.71508967519751","1.93687818383395","119259","69197","50062"
"South-Eastern Asia","1998","111904371","56496503","100","100","9.81851396225897","6.17673508718236","3.66441298332452","110691","70009","40682"
"Northern Africa and Western Asia","1998","84973661","43593819","100","100","9.1686254401413","5.55572661204256","3.63308324536878","78696","48574","30122"
"Western Asia","1998","42615412","22094288","100","100","7.03930437991829","4.15487010712555","2.89646872411076","30303","18398","11905"
"Northern Africa","1998","42358249","21499531","100","100","11.3200629206575","6.99328865841813","4.35724573945106","48393","30176","18217"
"Sub-Saharan Africa","1998","169315537","90620493","100","100","34.0001804688354","22.2643546636447","12.0030663310361","598121","408064","190057"
"Oceania","1998","5030475","2579640","100","100","6.57925605671661","3.85163375238309","2.73816872742386","3335","1991","1344"
"Oceania (exc. Australia and New Zealand)","1998","1806631","948439","100","100","15.4471838988078","9.20944159298676","6.29572239348962","2839","1755","1084"
"Australia and New Zealand","1998","3223844","1631201","100","100","1.53846204039221","0.723131822641502","0.815920235637764","496","236","260"
"Europe, Northern America, Australia and New Zealand","1998","142492211","69063854","100","100","2.49044968421175","1.19936416334032","1.2926358620006","35572","16576","18996"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1998","113711002","57444942","100","100","9.90841210991422","6.22688130184961","3.70459890572148","113530","71764","41766"
"World","1998","1236285250","628750700","100","100","12.1756161539516","7.69991131734931","4.5104347844452","1521295","972007","549288"
"Least developed countries","1999","176167358","93906519","100","100","27.449513806824","18.0946059124122","9.52730064499211","500438","342943","157495"
"Landlocked developing countries","1999","89417638","47736376","100","100","26.535855651011","17.4057084194762","9.29187896751238","245457","167636","77821"
"Small island developing States","1999","10770798","5545198","100","100","10.7136713609228","6.52663960025546","4.21453853476517","11676","7262","4414"
"Europe and Northern America","1999","137372645","65631101","100","100","2.41547128360953","1.13665436204817","1.28027214848354","33310","14928","18382"
"Northern America","1999","44289608","22311471","100","100","1.8756451503581","0.833976288058232","1.04253831453365","8308","3723","4585"
"Europe","1999","93083037","43319630","100","100","2.67598170685179","1.29251809205227","1.38525408076112","25002","11206","13797"
"Latin America and the Caribbean","1999","110182393","55772876","100","100","4.26322139501345","2.12806986481217","2.13970497187149","47072","23763","23309"
"Central and Southern Asia","1999","363018275","185975282","100","100","13.60790588904","8.36021592287543","5.29193165747019","500141","312264","187877"
"Central Asia","1999","13593224","6832219","100","100","5.32017141925223","2.79459479763962","2.53265436432333","7253","3824","3429"
"Southern Asia","1999","349425051","179143063","100","100","13.926896734178","8.57186546230938","5.40133075239558","492888","308440","184448"
"Eastern and South-Eastern Asia","1999","366149184","177527329","100","100","5.98996814309438","3.63035941958309","2.36820616306293","218577","129132","89445"
"Eastern Asia","1999","253992793","120816474","100","100","4.41738521663015","2.55978062367584","1.86237185634633","111583","61932","49651"
"South-Eastern Asia","1999","112156391","56710855","100","100","9.46827042033094","5.90729191014833","3.58213925240932","106994","67200","39794"
"Northern Africa and Western Asia","1999","85624171","43747830","100","100","7.90957227767586","4.70422862343589","3.22049359237883","68273","41257","27016"
"Western Asia","1999","43096456","22287281","100","100","7.57531420783486","4.39060765436879","3.19875101415329","32948","19614","13334"
"Northern Africa","1999","42527715","21460549","100","100","8.25548989077019","5.02982699258991","3.24196944359682","35325","21643","13682"
"Sub-Saharan Africa","1999","173441326","92765787","100","100","31.0004253785504","20.3827993200388","10.8385459658547","557893","382059","175834"
"Oceania","1999","5095539","2607762","100","100","5.05962727702369","2.91969461334532","2.14619890907244","2594","1525","1069"
"Oceania (exc. Australia and New Zealand)","1999","1846703","966610","100","100","11.2808102087341","6.68658378464767","4.62515289644532","2113","1297","816"
"Australia and New Zealand","1999","3248836","1641152","100","100","1.48038340282186","0.694392838738837","0.786536729555408","481","228","253"
"Europe, Northern America, Australia and New Zealand","1999","140621481","67272253","100","100","2.39389053587569","1.12586709817873","1.26945267269383","33791","15156","18635"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1999","114003094","57677465","100","100","9.49749773499942","5.92035699328287","3.59844481966962","109107","68497","40610"
"World","1999","1240883533","624027967","100","100","11.4237067629444","7.22453260843945","4.22973199120027","1427864","904931","522933"
"Least developed countries","2000","180023316","95954277","100","100","25.9871652407757","17.071130305457","9.07088519852856","483641","330430","153211"
"Landlocked developing countries","2000","91264313","48569123","100","100","25.2087489660646","16.4794046341342","8.87560908542355","237535","161408","76127"
"Small island developing States","2000","10782177","5503724","100","100","9.60151705437051","5.81635868771136","3.80730300657812","10448","6421","4027"
"Europe and Northern America","2000","135399102","63756307","100","100","2.32089012092107","1.07323438873117","1.24899619786083","31600","13692","17907"
"Northern America","2000","44457443","22076463","100","100","1.80679543146811","0.802342804766768","1.00525918917875","8046","3544","4502"
"Europe","2000","90941659","41679844","100","100","2.57475722405098","1.21669419535198","1.35971738895351","23554","10148","13406"
"Latin America and the Caribbean","2000","110532367","55832910","100","100","4.15718805508769","2.06251334360251","2.09900393510961","46042","23055","22987"
"Central and Southern Asia","2000","365926691","186744498","100","100","13.0315279300368","7.95048518248715","5.12176325037995","482144","298127","184017"
"Central Asia","2000","13537108","6723837","100","100","5.02901849703574","2.62970689499345","2.40563772415237","6823","3541","3282"
"Southern Asia","2000","352389583","180020661","100","100","13.3350324000883","8.14866905994069","5.22897250662759","475321","294586","180735"
"Eastern and South-Eastern Asia","2000","362270520","169854394","100","100","5.73748921113226","3.47302662952799","2.27235452939655","205734","118187","87547"
"Eastern Asia","2000","250000063","113067631","100","100","4.20027786466504","2.4148813722155","1.78971845019649","103733","54675","49058"
"South-Eastern Asia","2000","112270457","56786763","100","100","9.01973876279383","5.57655583335117","3.46249170777362","102001","63512","38489"
"Northern Africa and Western Asia","2000","86159375","43888026","100","100","7.25181070285275","4.32030203644878","2.94422862332107","62932","38004","24928"
"Western Asia","2000","43536356","22478556","100","100","6.61552374753416","3.84892064050462","2.77729268617411","29050","17337","11713"
"Northern Africa","2000","42623019","21409470","100","100","7.90991958828169","4.81498243045132","3.10991132622645","33882","20667","13215"
"Sub-Saharan Africa","2000","177608732","95019512","100","100","29.9057855643551","19.5854562773646","10.5264955044466","550676","375881","174795"
"Oceania","2000","5157612","2630157","100","100","4.98434949886728","2.87591481141687","2.11451585491655","2585","1515","1070"
"Oceania (exc. Australia and New Zealand)","2000","1886920","986226","100","100","11.076945312912","6.5540237006029","4.55276051261203","2119","1297","822"
"Australia and New Zealand","2000","3270692","1643931","100","100","1.42428054736254","0.662825118761235","0.761960475143805","466","218","248"
"Europe, Northern America, Australia and New Zealand","2000","138669794","65400238","100","100","2.29978890950788","1.06291989060866","1.23818511048134","32066","13910","18155"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2000","114157377","57772989","100","100","9.05370311479359","5.5932499469686","3.479917214601","104120","64809","39311"
"World","2000","1243054399","617725804","100","100","11.0716766699855","7.00490509029564","4.09545988750304","1381717","868464","513253"
"Least developed countries","2001","183684645","97998788","100","100","25.4589534581773","16.6289002671821","8.97937024323198","483230","328655","154575"
"Landlocked developing countries","2001","92776416","49245746","100","100","25.3001935149623","16.4372009885803","9.0111099517897","242041","163234","78807"
"Small island developing States","2001","10860436","5504387","100","100","9.3852785270615","5.67838082180092","3.72806708992636","10270","6269","4001"
"Europe and Northern America","2001","133096282","61942818","100","100","2.22631026916609","1.02239011767007","1.20515228728493","29833","12672","17160"
"Northern America","2001","44560624","21765975","100","100","1.74659207412864","0.77522174533736","0.972123940409022","7810","3376","4434"
"Europe","2001","88535658","40176843","100","99.99","2.46973499507475","1.15627600019553","1.31497947408591","22023","9296","12727"
"Latin America and the Caribbean","2001","110727863","55821213","100","100","4.08296191662383","2.01467494058722","2.07246231392573","45297","22515","22782"
"Central and Southern Asia","2001","368026653","187284500","100","100","12.5322392171903","7.58862512888946","4.98141618836526","465849","285329","180520"
"Central Asia","2001","13455508","6608192","100","100","4.75658696231063","2.47491849583295","2.28732942036622","6411","3275","3136"
"Southern Asia","2001","354571145","180676308","100","100","12.8229568325294","7.77516143148117","5.08735037144478","459438","282054","177384"
"Eastern and South-Eastern Asia","2001","356523906","163649358","100","100","5.52314894400729","3.33288544898608","2.19758780343404","194132","109267","84865"
"Eastern Asia","2001","244042355","106885282","100","100","3.99356647423532","2.27979859628122","1.71768385118684","95950","48791","47159"
"South-Eastern Asia","2001","112481551","56764076","100","100","8.67282675355663","5.31281009913931","3.37796313105451","98182","60476","37706"
"Northern Africa and Western Asia","2001","86768706","44058772","100","100","6.97612707784745","4.13668470592795","2.85123704057821","60917","36527","24390"
"Western Asia","2001","44086845","22691530","100","100","6.39004097931528","3.68817714775176","2.71186567256486","28389","16769","11620"
"Northern Africa","2001","42681861","21367242","100","100","7.59008820711526","4.61276903558668","2.99111650110669","32528","19758","12770"
"Sub-Saharan Africa","2001","181977365","97483163","100","100","29.5175523950458","19.2224485281744","10.4968795945849","556731","378410","178321"
"Oceania","2001","5216035","2648945","100","100","4.92762732052932","2.85554612083955","2.07801506755495","2583","1515","1068"
"Oceania (exc. Australia and New Zealand)","2001","1927117","1008203","100","100","10.9118472605172","6.45103565074637","4.48977531036182","2132","1305","827"
"Australia and New Zealand","2001","3288918","1640742","100","100","1.37012617596044","0.639749656820006","0.730844076387459","451","210","241"
"Europe, Northern America, Australia and New Zealand","2001","136385200","63583560","100","100","2.20572490786364","1.01251779156932","1.19441648423518","30284","12882","17401"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2001","114408668","57772279","100","100","8.71058687566995","5.33268478992294","3.39601194700311","100314","61781","38533"
"World","2001","1242336810","612888769","100","100","10.8880861398376","6.87993374840913","4.03591924847189","1355346","846238","509108"
"Least developed countries","2002","187857343","100227381","100","100","23.9160697739189","15.5625402288856","8.48558683146374","463757","314405","149352"
"Landlocked developing countries","2002","94447129","49994039","100","100","23.1867074370119","15.023891837349","8.28732345080896","225344","151358","73986"
"Small island developing States","2002","10932808","5510886","100","100","9.2030670881853","5.55712282544319","3.66631844465622","10125","6142","3983"
"Europe and Northern America","2002","130561646","60446868","100","100","2.1281712349136","0.978100471009532","1.15119674998741","27983","11830","16152"
"Northern America","2002","44557904","21483960","100","100","1.69359181324624","0.751906287164922","0.94239411814382","7583","3232","4351"
"Europe","2002","86003742","38962908","100","99.99","2.35503000432968","1.10280763176743","1.25360485756638","20400","8598","11802"
"Latin America and the Caribbean","2002","110820295","55770247","100","100","3.97366854610848","1.94708086952607","2.03054130471157","44118","21739","22379"
"Central and Southern Asia","2002","370183425","187927550","100","100","12.0882577767343","7.26451843312304","4.85903791410549","451585","274036","177549"
"Central Asia","2002","13295116","6449996","100","100","4.5209432914104","2.3422164894054","2.18384183235493","6018","3025","2993"
"Southern Asia","2002","356888309","181477554","100","100","12.3653842543017","7.43901838390383","4.96328786003321","445567","271011","174556"
"Eastern and South-Eastern Asia","2002","348604167","159991054","100","100","5.31576437569403","3.18360254482021","2.13897146587596","182806","102032","80774"
"Eastern Asia","2002","235917636","103349586","100","100","3.80191547608377","2.15428942889351","1.65118317364642","88392","44577","43815"
"South-Eastern Asia","2002","112686531","56641468","100","100","8.33416214974414","5.05898505374794","3.29183041687466","94414","57455","36959"
"Northern Africa and Western Asia","2002","87260056","44173921","100","100","6.71248897512766","3.95896789483311","2.764465510497","58901","35046","23855"
"Western Asia","2002","44541184","22826370","100","100","6.16689776099366","3.53154728279568","2.64469032713653","27652","16151","11501"
"Northern Africa","2002","42718872","21347551","100","100","7.28920142636125","4.4157949960571","2.88615108180904","31249","18895","12354"
"Sub-Saharan Africa","2002","186477089","100008512","100","100","28.0309146634158","18.1843849550511","10.0288990697238","541367","367056","174311"
"Oceania","2002","5272186","2664322","100","100","4.90149213284807","2.85031676745219","2.05703857694301","2595","1521","1074"
"Oceania (exc. Australia and New Zealand)","2002","1969248","1029652","100","100","10.8205351699542","6.39427970931924","4.45474031624939","2160","1321","839"
"Australia and New Zealand","2002","3302938","1634670","100","100","1.31520196362989","0.611557208119033","0.70407533785879","435","200","235"
"Europe, Northern America, Australia and New Zealand","2002","133864584","62081538","100","100","2.10815302877554","0.968450413326264","1.14080743087723","28418","12030","16387"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","2002","114655779","57671120","100","100","8.37702766691817","5.08284089780944","3.31101613734499","96574","58776","37798"
"World","2002","1239178864","610982474","100","100","10.5479461198521","6.633295560432","3.94079099080403","1309358","813263","496096"
"Least developed countries","2003","192388391","102610405","100","100","23.0352551925066","14.920826152217","8.23733691231547","457026","308508","148518"
"Landlocked developing countries","2003","96458607","50898869","100","100","21.9858459574692","14.1926929191999","7.90535126113685","217830","145511","72319"
"Small island developing States","2003","10979221","5516792","100","100","9.00007979415007","5.41598605293204","3.60361084730722","9936","5992","3944"
"Europe and Northern America","2003","128397297","59618903","100","100","2.03571809745773","0.940315831272852","1.09643325973692","26308","11217","15090"
"Northern America","2003","44495957","21293301","100","100","1.64709103740979","0.732121866860528","0.915639530271536","7370","3119","4251"
"Europe","2003","83901340","38325602","100","99.99","2.24318596991591","1.05597378243211","1.18846717766479","18938","8098","10839"
"Latin America and the Caribbean","2003","110875064","55716353","100","100","3.89380873043965","1.89611742052971","2.00148636306981","43251","21149","22102"
"Central and Southern Asia","2003","372440640","188850321","100","100","11.8207104153616","7.02479035329454","4.82984873688175","444034","266262","177772"
"Central Asia","2003","13100570","6279277","100","100","4.32341159325622","2.23025133914503","2.09783896226606","5669","2804","2865"
"Southern Asia","2003","359340070","182571044","100","100","12.0889263385131","7.18928251851151","4.93512381940318","438365","263458","174907"
"Eastern and South-Eastern Asia","2003","339825060","156841138","100","100","4.99900027219558","2.95648534682341","2.04857149698505","167925","92877","75048"
"Eastern Asia","2003","227085374","100411207","100","100","3.44524719515349","1.91254727472858","1.53563689859025","77380","38445","38935"
"South-Eastern Asia","2003","112739686","56429931","100","100","7.99747119154626","4.81136985247201","3.20150496353837","90545","54432","36113"
"Northern Africa and Western Asia","2003","87697135","44285509","100","100","6.78765184932406","4.00591431242017","2.79292575817215","59835","35552","24283"
"Western Asia","2003","44961639","22930737","100","100","5.95171471005351","3.38012613826205","2.58031034623757","26912","15528","11384"
